0;synthetic;logo;stack exchange;;;False;0,6484375;85;0,3309375;0,275625;0,83286119;61,9571875;0,39390625;stack exchange logo;Graphic design;Non-free logos;Business images;Logos;Business images;Design;Communication design;Art media;?;?
1;synthetic;cartoon;coding horor;;;False;0,64078125;1031;0,4734375;0,27171875;0,573927393;7,125;0,33640625;coding horror;?;?;?;?;?;?;?;?;?;?
2;natural;human;portrait;;;True;0,00453125;4778;0,938125;0,816875;0,870752831;69,31328125;0,78390625;?;?;?;?;?;?;?;?;?;?;?
3;synthetic;artwork;painting;;;False;0,00171875;5408;0,94828125;0,77609375;0,818421486;74,87078125;0,99921875;old salt of the sixth fleet;Defence ministries;Military of the United States;Fleets of the United States Navy;Fleets of the United States Navy in World War II;Ships;United States Navy organization;Naval units and formations by country;Military units and formations of the United States by branch;Naval units and formations by size;United States Navy in World War II
4;natural;human;portrait;celebrity;;True;0,003125;5333;0,94515625;0,84203125;0,890891056;86,83796875;0,91046875;joel spolsky;?;?;?;?;?;?;?;?;?;?
5;natural;human;portrait;;;True;0,015;4947;0,92546875;0,79953125;0,863920311;95,078125;0,938125;jon galloway;Legislators in the United States;State legislatures of the United States;Legislators;Subnational legislators;Members of bicameral legislatures;Lower houses;Bicameral legislatures;Legislators in the United States;Government of Pennsylvania;State legislatures of the United States
9;synthetic;cartoon;;;;False;0,32828125;2425;0,8225;0,68625;0,834346505;99,17921875;0,9975;?;?;?;?;?;?;?;?;?;?;?
10;synthetic;cartoon;family guy;;;False;0,02046875;4002;0,8653125;0,774375;0,894907909;76,18859375;0,99890625;sneakers o toole;?;?;?;?;?;?;?;?;?;?
11;synthetic;cartoon;;;;False;0,25359375;1386;0,68234375;0,63421875;0,929471033;9,1346875;1;?;?;?;?;?;?;?;?;?;?;?
13;natural;human;portrait;;;True;0,00359375;5081;0,93;0,8;0,860215054;116,9776563;0,85703125;?;?;?;?;?;?;?;?;?;?;?
16;natural;human;portrait;;;False;0,0225;239;0,93125;0,7709375;0,827852349;0;0,723125;?;?;?;?;?;?;?;?;?;?;?
17;natural;human;portrait;;;True;0,2878125;3422;0,7575;0,6509375;0,859323432;52,48359375;0,965;nicholas berardi;Anti-fascism;Anti-communism;Political philosophy;Political theories;People by political orientation and nationality;Materialism;Economic systems;Socialists;People by political orientation;Heterodox economics
19;natural;human;portrait;;;True;0,00328125;5483;0,938125;0,8540625;0,910393071;102,3415625;0,80640625;?;?;?;?;?;?;?;?;?;?;?
20;natural;human;not portrait;;;False;0,0096875;4804;0,899375;0,7928125;0,881514941;139,1032813;0,65828125;?;?;?;?;?;?;?;?;?;?;?
22;natural;other;;;;False;0,1521875;3391;0,81171875;0,6584375;0,811164581;117,5509375;0,48796875;?;?;?;?;?;?;?;?;?;?;?
23;natural;human;portrait;;;True;0,00484375;4778;0,9278125;0,83203125;0,896766588;101,4415625;0,81453125;?;?;?;?;?;?;?;?;?;?;?
24;natural;other;;;;False;0,015625;2213;0,78421875;0,7309375;0,932058179;137,4582813;0,93;?;?;?;?;?;?;?;?;?;?;?
25;natural;human;portrait;;;True;0,00359375;5852;0,94171875;0,803125;0,852828936;120,4334375;0,68734375;?;?;?;?;?;?;?;?;?;?;?
27;natural;human;portrait;;;False;0,03421875;4041;0,8946875;0,73265625;0,818896263;127,4590625;0,5825;?;?;?;?;?;?;?;?;?;?;?
29;synthetic;artwork;drawing;;;True;0,27484375;269;0,6909375;0,53796875;0,778606965;0,37609375;0,9996875;?;?;?;?;?;?;?;?;?;?;?
30;synthetic;artwork;illustration;video game;;False;0,7534375;305;0,30796875;0,1815625;0,589548453;14,62046875;0,15703125;?;?;?;?;?;?;?;?;?;?;?
32;synthetic;artwork;illustration;movie;;False;0,00203125;6075;0,94875;0,81984375;0,864130435;203,15875;0,94203125;meteor;Astronomical sub-disciplines;Universe;Physical objects;Places;Subfields by academic discipline;Astronomy;Astronomy;Astronomical objects;Orionâ€“Cygnus Arm;Solar System
33;synthetic;artwork;illustration;video game;lego;True;0,029375;3535;0,8621875;0,790625;0,916998913;54,73734375;0,86296875;?;?;?;?;?;?;?;?;?;?;?
34;natural;human;portrait;;;True;0,0053125;5083;0,93;0,8509375;0,914986559;77,63109375;0,9734375;karl seguin;Musicians from Philadelphia, Pennsylvania;German Bohemian people;German emigrants to the United States;People by ethnic or national descent;German diaspora by country;German diaspora;European American;People of European descent;Music of United States subdivisions;People by occupation and city
35;natural;human;portrait;;;True;0,01640625;3320;0,88609375;0,805;0,908481749;139,579375;0,98078125;?;?;?;?;?;?;?;?;?;?;?
36;natural;other;;;;False;0,0878125;2538;0,87703125;0,78421875;0,894174238;54,44265625;0,9396875;?;?;?;?;?;?;?;?;?;?;?
37;natural;human;portrait;;;True;0,0046875;5181;0,94734375;0,80328125;0,847930068;94,17;0,741875;?;?;?;?;?;?;?;?;?;?;?
38;natural;human;portrait;;;False;0,3625;230;0,6890625;0,6275;0,910657596;0;0,27453125;?;?;?;?;?;?;?;?;?;?;?
39;natural;human;portrait;;;True;0,0028125;5381;0,94;0,82375;0,876329787;68,41765625;0,77984375;?;?;?;?;?;?;?;?;?;?;?
40;synthetic;artwork;illustration;movie;;False;0,511875;2742;0,5415625;0,3746875;0,69186382;31,800625;0,45890625;?;?;?;?;?;?;?;?;?;?;?
42;natural;other;;;;False;0,05375;2934;0,8484375;0,7665625;0,903499079;150,2692188;0,71609375;?;?;?;?;?;?;?;?;?;?;?
43;natural;human;portrait;;;True;0,00578125;4992;0,92140625;0,82;0,889944039;57,62625;0,90328125;?;?;?;?;?;?;?;?;?;?;?
44;natural;human;not portrait;;;True;0,01125;5111;0,92859375;0,8025;0,864209995;99,90125;0,851875;?;?;?;?;?;?;?;?;?;?;?
45;natural;other;;;;False;0,3275;2447;0,6978125;0,5525;0,791759964;14,14671875;0,97046875;running shoes;Footwear;Sports footwear;Consumer goods;1980s fashion;20th century in art;Consumer goods;Design history;Clothing by type;Cultural history;Outdoor recreation
46;natural;human;portrait;;;True;0,00640625;4465;0,9315625;0,80484375;0,863971822;91,52453125;0,8703125;?;?;?;?;?;?;?;?;?;?;?
48;natural;human;portrait;;;False;0,00390625;6024;0,9475;0,7934375;0,837401055;72,54875;0,94484375;?;?;?;?;?;?;?;?;?;?;?
49;natural;human;portrait;;;True;0,3509375;2645;0,676875;0,54078125;0,798938135;94,28625;0,69546875;?;?;?;?;?;?;?;?;?;?;?
50;natural;human;portrait;;;True;0,00328125;5273;0,94296875;0,8234375;0,873239437;88,49828125;0,95203125;?;?;?;?;?;?;?;?;?;?;?
51;natural;human;portrait;;;True;0,02046875;4180;0,914375;0,80234375;0,877477785;51,51625;0,8303125;?;?;?;?;?;?;?;?;?;?;?
52;synthetic;artwork;drawing;;;False;0,17171875;1956;0,7259375;0,585625;0,806715454;49,94265625;0,99171875;?;?;?;?;?;?;?;?;?;?;?
55;natural;human;not portrait;;;False;0,0059375;5175;0,92265625;0,80578125;0,873327688;116,825;0,95359375;?;?;?;?;?;?;?;?;?;?;?
56;natural;human;portrait;;;True;0,0071875;5034;0,94671875;0,83125;0,878032679;87,86578125;0,96359375;?;?;?;?;?;?;?;?;?;?;?
57;natural;human;portrait;;;True;0,03203125;212;0,87;0,74609375;0,857579023;0;0,6534375;?;?;?;?;?;?;?;?;?;?;?
58;natural;human;not portrait;;;True;0,01171875;4687;0,90890625;0,77328125;0,85078219;65,3928125;0,848125;?;?;?;?;?;?;?;?;?;?;?
59;synthetic;artwork;drawing;;;False;0,00640625;2781;0,9453125;0,76953125;0,814049587;44,5609375;0,86609375;?;?;?;?;?;?;?;?;?;?;?
60;natural;human;portrait;;;True;0,0453125;256;0,90109375;0,77453125;0,859545691;0;0,584375;?;?;?;?;?;?;?;?;?;?;?
61;synthetic;artwork;illustration;video game;dwarf fortress;False;0,30203125;2477;0,7371875;0,614375;0,833403985;82,42953125;0,68328125;dwarf fortress mac icon;?;?;?;?;?;?;?;?;?;?
62;natural;human;portrait;;;True;0,00296875;5257;0,94265625;0,83265625;0,88330847;81,6934375;0,92625;?;?;?;?;?;?;?;?;?;?;?
63;synthetic;artwork;illustration;;;False;0,06296875;3874;0,88015625;0,84640625;0,961654536;160,1859375;0,4959375;helix nebula;Aquarius (constellation);Bibliographic databases;Physical objects;Astronomy;Objects by type;Places;Astronomical objects;Library science;Astronomy data and publications;Astrophysics
64;natural;human;portrait;;;True;0,07515625;3781;0,8471875;0,7759375;0,915898193;185,9590625;0,44640625;?;?;?;?;?;?;?;?;?;?;?
67;natural;human;not portrait;;;False;0,02078125;4863;0,91890625;0,78640625;0,855806836;154,588125;0,65125;?;?;?;?;?;?;?;?;?;?;?
70;natural;human;portrait;;;False;0,0053125;4693;0,9290625;0,82859375;0,891860074;99,89671875;0,5528125;?;?;?;?;?;?;?;?;?;?;?
71;natural;human;not portrait;;;False;0,00453125;5558;0,94171875;0,80015625;0,849676456;87,29453125;0,755625;?;?;?;?;?;?;?;?;?;?;?
72;natural;human;portrait;;;True;0,0109375;4465;0,9209375;0,8128125;0,882592467;70,29796875;0,90515625;?;?;?;?;?;?;?;?;?;?;?
